platform,verdict,app,bundle_id,source,occurrences,reasons
Roku,no,565265 Chile Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,565265 Colombia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Spinthecircle 565265 Guatemala Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Ssundee 565265 Mexico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Cox,unlikely,Ssundee,com.lg.ssundee,Playwork,1,"Cable STB; usually SSAI"
LG,maybe,Ssundee,com.samsung.ssundee,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Ssundee,com.vidaa.ssundee,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,,com.lg.ssundee,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Italy LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Japan LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Kazakhstan LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Kenya LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Latvia LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Malaysia LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Mexico LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Moldova  Republic of LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Morocco LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,New Zealand LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Nicaragua LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Nigeria LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Norway LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Oman LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Pakistan LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Palestinian Territory LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Peru LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Philippines LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Poland LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Puerto Rico LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Qatar LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Romania LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Saudi Arabia LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Serbia LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Singapore LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Slovakia LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Slovenia LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Spain LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Sri Lanka LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Sweden LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Switzerland LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Taiwan LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Thailand LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Turkey LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,United Arab Emirates LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,United Kingdom LG CTV https://,play.google.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Samsung,maybe,Ssundeesstepsup Netherlands Samsung CTV not clickable https://,play.google.com,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Ssundeesstepsup New Zealand Samsung CTV not clickable https://,play.google.com,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Nigeria Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Norway Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Oman Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Peru Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Philippines Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Poland Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Portugal Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Puerto Rico Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Qatar Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Romania Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Slovakia Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Spain Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Sweden Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Turkey Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,United Arab Emirates Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,United Kingdom Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vidaa,maybe,Botswana Vidaa CTV https://,play.google.com,,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Ireland Vidaa CTV https://,play.google.com,,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Jersey Vidaa CTV https://,play.google.com,,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Malaysia Vidaa CTV https://,play.google.com,,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Puerto Rico Vidaa CTV https://,play.google.com,,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,United Kingdom Vidaa CTV https://,play.google.com,,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Roku,no,821513 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,821513 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,821513 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,821513 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,821513 Colombia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Ssundeesstepsup 821513 Honduras Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Ssundeesstepsup 821513 Argentina Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Ssundeesstepsup 821513 Guatemala Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Ssundeesstepsup 821513 Costa Rica Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Ssundeesstepsup 821513 Chile Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Strawberry Shortcake 821513 Nicaragua Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Strawberry Shortcake 821513 Puerto Rico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Strawberry Shortcake 821513 El Salvador Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Strawberry Shortcake 821513 Peru Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,Strawberry Shortcake,com.comcast.strawberry_shortcake,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Samsung,maybe,Strawberry Shortcake,com.samsung.strawberry_shortcake,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,Strawberry Shortcake,vizio.strawberry_shortcake,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,unlikely,Tbn,com.samsung.strawberry_shortcake,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Tcl Channel 751035 United States Roku CTV not clickable https://,channelstore.roku.com,WURL,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vizio,unlikely,Tcl Channel,vizio.strictly_dumpling,WURL,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vizio,unlikely,Tcl Channel,vizio.strictlydumpling,WURL,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Cox,unlikely,,com.cox.tankee,,1,"Cable STB; usually SSAI"
Roku,no,Roku.PlayWorks.Tankee United States Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Argentina Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Brazil Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Canada Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Chile Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Colombia Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Mexico Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Puerto Rico Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Saint Vincent and the GRreonkuadines CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Roku.PlayWorks.Tankee Venezuela Roku CTV https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Videotron,unlikely,,com.videotron.tankee,,1,"Cable STB; usually SSAI"
Fire TV,yes,,B07RT1WSVT,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B01CV28J7A,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
TCL,maybe,Tcltvplus,com.tcl.waterfall.overseas,,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
TCL,maybe,The Boys,com.tcl.waterfall.overseas,Playwork,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
Roku,no,The Boys 596759 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,The Boys 591991 Australia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 France Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 Indonesia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 New Zealand Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 Puerto Rico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 United Kingdom Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,591991 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Fire TV,yes,,B0CQF8SRMM,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B07K3VZFYN,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Comcast,unlikely,,com.comcast.the_boys,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,,com.cox.the_boys,,1,"Cable STB; usually SSAI"
LG,maybe,1267594 Australia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1267594 Canada LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1267594 Ireland LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1267594 United States LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Vizio,maybe,The Boys,vizio.the_boys,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,The Fun Squad,com.samsung.the_boys,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Rogers,unlikely,The Fun Squad,com.rogers.the_boys,Playwork,1,"Cable STB; usually SSAI"
LG,maybe,The Fun Squad 1244857 Albania LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Argentina LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Australia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Belgium LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Brazil LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Canada LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Chile LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Colombia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Ghana LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 India LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Ireland LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Kenya LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Malaysia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Mexico LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Fun Squad 1244857 Morocco LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 New Zealand LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 Nigeria LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 Peru LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 Saudi Arabia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 Singapore LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 Slovakia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 Spain LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 Turkey LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1244857 United States LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Roku,no,The Royalty Family 780148 Australia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,,com.comcast.the_royalty_family,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,,com.cox.the_royalty_family,,1,"Cable STB; usually SSAI"
LG,maybe,1279075 Albania LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Algeria LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Argentina LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Australia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Austria LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Azerbaijan LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Bahrain LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Belgium LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Brazil LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Canada LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Chile LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Colombia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Croatia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Curacao LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Czech Republic LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Ecuador LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Egypt LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 El Salvador LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Ethiopia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Finland LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 France LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Honduras LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Hong Kong LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 India LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Indonesia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Iraq LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Ireland LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Israel LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Italy LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Jordan LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
